id,formula,target,balanced_charge,Ea (eV),space group,ICSD Entry,formula_preprocessed
691,Li7La3Zr1Ga1O12,5.40E-04,1,0.32,230.0,,Li7La3Zr1Ga1O12
692,La3Zr2Ga0.5Li5.5O12,1.00E-04,1,,230.0,,La3Zr2Ga0.5Li5.5O12
693,Li6.8La3Zr1.8Sb0.2O12,5.90E-05,1,0.39,230.0,,Li6.8La3Zr1.8Sb0.2O12
694,Li6.6La3Zr1.6Sb0.4O12,7.70E-04,1,0.34,230.0,,Li6.6La3Zr1.6Sb0.4O12
695,Li6.4La3Zr1.4Sb0.6O12,6.60E-04,1,0.36,230.0,,Li6.4La3Zr1.4Sb0.6O12
696,Li6.2La3Zr1.2Sb0.8O12,4.50E-04,1,0.37,230.0,,Li6.2La3Zr1.2Sb0.8O12
697,Li6La3ZrSbO12,2.60E-04,1,0.38,230.0,,Li6La3ZrSbO12
698,Li6.29Al0.07La3Zr1.75Te0.25O12,4.00E-04,1,0.33,230.0,,Li6.29Al0.07La3Zr1.75Te0.25O12
699,Li6.65La2.75Ba0.25Zr1.4Ta0.5Nb0.1O12,5.27E-04,1,0.26,230.0,,Li6.65La2.75Ba0.25Zr1.4Ta0.5Nb0.1O12
700,Li6.4La3Zr1.4Ta0.6O12,7.24E-04,1,0.24,230.0,,Li6.4La3Zr1.4Ta0.6O12
701,Li6.4La3Zr1.4Ta0.5Nb0.1O12,4.44E-04,1,0.27,230.0,,Li6.4La3Zr1.4Ta0.5Nb0.1O12
702,Li6.4La3Zr1.4Ta0.4Nb0.2O12,4.55E-04,1,0.28,230.0,,Li6.4La3Zr1.4Ta0.4Nb0.2O12
703,Li6.4La3Zr1.4Ta0.3Nb0.3O12,6.06E-04,1,0.26,230.0,,Li6.4La3Zr1.4Ta0.3Nb0.3O12
704,Li7La3Zr2O12,1.74E-04,1,0.26,230.0,,Li7La3Zr2O12
705,Li3Nd3Te2O12,<1E-10,1,1.22,230.0,,Li3Nd3Te2O12
706,Li7.131La3Zr2O12Al0.244,7.73E-05,1,,230.0,,Li7.131La3Zr2O12Al0.244
707,Li6.949La3Zr2O12Al0.262,2.25E-04,1,,230.0,,Li6.949La3Zr2O12Al0.262
708,Li6.835La3Zr2O12Al0.231,2.20E-04,1,,230.0,,Li6.835La3Zr2O12Al0.231
709,Li6.660La3Zr2O12Al0.258,1.51E-04,1,,230.0,,Li6.660La3Zr2O12Al0.258
710,Li6.75La3Zr1.75Ta0.25O12,4.10E-04,1,0.42,230.0,,Li6.75La3Zr1.75Ta0.25O12
711,Li6.5La3Zr1.5Ta0.5O12,6.10E-04,1,0.4,230.0,,Li6.5La3Zr1.5Ta0.5O12
712,Li6La3ZrTaO12,2.10E-04,1,0.42,230.0,,Li6La3ZrTaO12
713,Li3Gd3Te2O12,<1E-10,1,,230.0,,Li3Gd3Te2O12
714,Li3Tb3Te2O12,<1E-10,1,,230.0,,Li3Tb3Te2O12
715,Li3Er3Te2O12,<1E-10,1,,230.0,,Li3Er3Te2O12
716,Li3Lu3Te2O12,<1E10,1,,230.0,,Li3Lu3Te2O12
717,Li2S*P2S5,0.0032,0,,,,Li2.0S6.0P2.0
718,0.7Li2S-0.3P2S5,5.40E-05,1,,,,Li1.4S2.2P0.6
719,Li3.8Ge0.8P0.2S4,1.75E-06,1,0.466,,,Li3.8Ge0.8P0.2S4
720,Li3.6Ge0.6P0.4S4,1.74E-04,1,0.339,,,Li3.6Ge0.6P0.4S4
721,Li3.4Ge0.4P0.6S4,6.53E-04,1,0.275,,,Li3.4Ge0.4P0.6S4
722,Li3.35Ge0.35P0.65S4,1.53E-03,1,0.229,,,Li3.35Ge0.35P0.65S4
723,Li3.3Ge0.3P0.7S4,1.76E-03,1,0.221,,,Li3.3Ge0.3P0.7S4
724,Li3.2Ge0.2P0.8S4,5.57E-04,1,0.275,,,Li3.2Ge0.2P0.8S4
725,Li2.9Ca0.05InBr6,2.16E-04,1,,,,Li2.9Ca0.05InBr6
726,Li2.86Ca0.07InBr6,4.04E-04,1,,,,Li2.86Ca0.07InBr6
727,Li2.8Ca0.1InBr6,3.00E-04,1,,,,Li2.8Ca0.1InBr6
728,Li2.7Ca0.15InBr6,6.97E-05,1,,,,Li2.7Ca0.15InBr6
729,Li3.9Zn0.05GeS4,2.72E-07,1,0.517,,,Li3.9Zn0.05GeS4
730,Li3.8Zn0.1GeS4,9.95E-08,1,0.545,,,Li3.8Zn0.1GeS4
731,Li3.6Zn0.2GeS4,5.90E-08,1,0.539,,,Li3.6Zn0.2GeS4
732,Li2GeS3,9.70E-09,1,,,,Li2GeS3
733,Li2ZnGeS4,1.40E-09,1,,,,Li2ZnGeS4
734,Li9.6P3S12,1.20E-03,1,0.259,,,Li9.6P3S12
735,Li1.3Al0.3Ge1.7(PO4)3,8.24E-05,1,0.386,,,Li1.3Al0.3Ge1.7(PO4)3
736,Li1.6Al0.6Ge1.4(PO4)3,2.84E-04,1,0.43,,,Li1.6Al0.6Ge1.4(PO4)3
737,LiTi2(PO4)3-0.2Li2O,0.00024,0,,,,Li1.4Al0.0Ti2.0P3.0O12.2
738,LiTi2(PO4)3-0.3Li2O,0.0015,0,,,,Li1.6Al0.0Ti2.0P3.0O12.3
739,LiTi2(PO4)3-0.4Li2O,0.00013,0,,,,Li1.8Al0.0Ti2.0P3.0O12.4
740,Li1.3Al0.3Ti1.7(PO4)3-0.3Li2O,0.00035,0,,,,Li1.9Al0.3Ti1.7P3.0O12.3
741,LiTi2(PO4)3-0.1Li4P2O7,0.00016,0,,,,Li1.4Al0.0Ti2.0P3.2O12.7
742,Li1.4Al0.4Ti1.6(PO4)3,3.38E-03,1,0.3,,,Li1.4Al0.4Ti1.6(PO4)3
743,Li1.2Ge0.2Ti1.8(PO4)3,7.94E-05,1,0.27,,,Li1.2Ge0.2Ti1.8(PO4)3
744,Li1.5Ge0.5Ti1.5(PO4)3,1.90E-04,1,0.33,,,Li1.5Ge0.5Ti1.5(PO4)3
745,Li1.2Al0.2Ti1.8(PO4)3,3.38E-03,1,0.28,,427619.0,Li1.2Al0.2Ti1.8(PO4)3
746,Li3ClO,8.50E-04,1,0.26,,,Li3ClO
747,Li3Cl0.5Br0.5O,1.94E-03,1,0.18,,,Li3Cl0.5Br0.5O
748,Li3OCl,1.47E-04,1,0.26,,,Li3OCl
749,Li3OCl0.5Br0.5,9.49E-04,1,0.18,,,Li3OCl0.5Br0.5
750,Li6.6La2.6Ce0.4Zr2O12,1.44E-05,1,0.48,,,Li6.6La2.6Ce0.4Zr2O12
751,Li1.4Al0.4Ti1.6(PO4)3,1.10E-03,1,,,,Li1.4Al0.4Ti1.6(PO4)3
752,80Li2S * 20P2S5,0.00072,1,,,,Li160.0S85.0P2.0
753,0.8Li2S-0.2P2S5,0.00072,1,,,,Li1.6S1.8P0.4
754,0.75Li2S-0.25P2S5,0.00028,1,,,,Li1.5S2.0P0.5
755,Li2S*P2S5*P2S3,0.0054,1,,,,Li2.0S9.0P4.0
756,Li2S*P2S5*Li3N,0.0014,1,,,,Li5.0S6.0P2.0N1
757,Li5La3Nb1.9Y0.1O12,1.44E-05,1,0.55,,,Li5La3Nb1.9Y0.1O12
758,Li7La3Zr2O12,2.35E-04,1,0.339,,,Li7La3Zr2O12
759,Li6.88La3Zr1.88Nb0.12O12,5.99E-04,1,0.319,,,Li6.88La3Zr1.88Nb0.12O12
760,Li6.75La3Zr1.75Nb0.25O12,7.71E-04,1,0.3,,,Li6.75La3Zr1.75Nb0.25O12
761,Li6.62La3Zr1.62Nb0.38O12,4.41E-04,1,0.31,,,Li6.62La3Zr1.62Nb0.38O12
762,Li6.5La3Zr1.5Nb0.5O12,2.98E-04,1,0.319,,,Li6.5La3Zr1.5Nb0.5O12
763,Li6La3ZrNbO12,1.50E-04,1,0.42,,,Li6La3ZrNbO12
764,Li5La3Nb2O12,3.00E-05,1,0.44,,,Li5La3Nb2O12
765,Li7La3Hf2O12,2.40E-04,1,0.29,,,Li7La3Hf2O12
766,Li7GePS8,7.00E-03,1,0.22,,,Li7GePS8
767,Li10(Ge0.95Si0.05)P2S12,8.63E-03,1,0.251,,,Li10(Ge0.95Si0.05)P2S12
768,Li10(Ge0.9Si0.1)P2S12,8.07E-03,1,0.26,,,Li10(Ge0.9Si0.1)P2S12
769,Li10(Ge0.8Si0.2)P2S12,7.28E-03,1,0.261,,,Li10(Ge0.8Si0.2)P2S12
770,Li10(Ge0.7Si0.3)P2S12,5.82E-03,1,0.265,,,Li10(Ge0.7Si0.3)P2S12
771,Li10(Ge0.6Si0.4)P2S12,5.24E-03,1,0.28,,,Li10(Ge0.6Si0.4)P2S12
772,Li10(Ge0.5Si0.5)P2S12,4.20E-03,1,0.284,,,Li10(Ge0.5Si0.5)P2S12
773,Li10(Ge0.2Si0.8)P2S12,4.81E-03,1,0.269,,,Li10(Ge0.2Si0.8)P2S12
774,Li10(Ge0.95Sn0.05)P2S12,7.80E-03,1,0.254,,,Li10(Ge0.95Sn0.05)P2S12
775,Li10(Ge0.9Sn0.1)P2S12,7.53E-03,1,0.256,,,Li10(Ge0.9Sn0.1)P2S12
776,Li10(Ge0.8Sn0.2)P2S12,7.06E-03,1,0.252,,,Li10(Ge0.8Sn0.2)P2S12
777,Li10(Ge0.7Sn0.3)P2S12,6.49E-03,1,0.254,,,Li10(Ge0.7Sn0.3)P2S12
778,Li10(Ge0.5Sn0.5)P2S12,6.17E-03,1,0.249,,,Li10(Ge0.5Sn0.5)P2S12
779,Li10(Ge0.4Sn0.6)P2S12,5.76E-03,1,0.265,,,Li10(Ge0.4Sn0.6)P2S12
780,Li10(Ge0.3Sn0.7)P2S12,5.56E-03,1,0.261,,,Li10(Ge0.3Sn0.7)P2S12
781,Li10(Ge0.2Sn0.8)P2S12,4.77E-03,1,0.269,,,Li10(Ge0.2Sn0.8)P2S12
782,0.5(Li2O) 0.5(P2O5),1.10E-09,1,0.71,,,Li1.0P1.0O3.0
783,0.58(Li2O) 0.42(P2O5),2.00E-08,1,0.6,,,Li1.16P0.84O2.68
784,0.6(Li2O) 0.4(P2O5),3.00E-08,1,0.61,,,Li1.2P0.8O2.6
785,0.63(Li2O) 0.37(P2O5),1.30E-07,1,0.56,,,Li1.26P0.74O2.48
786,0.66(Li2O) 0.34(P2O5),2.30E-07,1,0.55,,,Li1.32P0.68O2.3600000000000003
787,0.7(Li2O) 0.3(P2O5),3.00E-07,1,0.57,,,Li1.4P0.6O2.2
788,0.2(Li2S) 0.8(GeS2),1.10E-07,1,0.52,,,Li0.4S1.8Ge0.8
789,0.3(Li2S) 0.7(GeS2),9.30E-07,1,0.48,,,Li0.6S1.7Ge0.7
790,0.4(Li2S) 0.6(GeS2),2.90E-06,1,0.42,,,Li0.8S1.6Ge0.6
791,0.5(Li2S) 0.5(GeS2),3.30E-05,1,0.35,,,Li1.0S1.5Ge0.5
792,0.6(Li2S) 0.4(GeS2),9.20E-05,1,0.32,,,Li1.2S1.4Ge0.4
793,0.63(Li2S) 0.37(GeS2),0.00015,1,0.34,,,Li1.26S1.37Ge0.37
794,0.66(Li2S) 0.34(GeS2),0.0001,1,0.37,,,Li1.32S1.34Ge0.34
795,0.7(Li2S) 0.3(GeS2),0.00012,1,0.34,,,Li1.4S1.2999999999999998Ge0.3
796,Li2O-P2O5,1.10E-09,1,0.71,,,Li2.0O6.0P2.0
797,0.58Li2O-0.42P2O5,2.00E-08,1,0.6,,,Li1.16O2.68P0.84
798,0.6Li2O-0.4P2O5,3.00E-08,1,0.61,,,Li1.2O2.6P0.8
799,0.63Li2O-0.37P2O5,1.30E-07,1,0.56,,,Li1.26O2.48P0.74
800,0.66Li2O-0.34P2O5,2.30E-07,1,0.55,,,Li1.32O2.3600000000000003P0.68
801,0.7Li2O-0.3P2O5,3.00E-07,1,0.57,,,Li1.4O2.2P0.6
802,0.2Li2S-0.8GeS2,1.10E-07,1,0.52,,,Li0.4S1.8Ge0.8
803,0.3Li2S-0.7GeS2,9.30E-07,1,0.48,,,Li0.6S1.7Ge0.7
804,0.4Li2S-0.6GeS2,2.90E-06,1,0.42,,,Li0.8S1.6Ge0.6
805,0.5Li2S-0.5GeS2,3.30E-05,1,0.35,,,Li1.0S1.5Ge0.5
806,0.6Li2S-0.4GeS2,9.20E-05,1,0.32,,,Li1.2S1.4Ge0.4
807,0.63Li2S-0.37GeS2,0.00015,1,0.34,,,Li1.26S1.37Ge0.37
808,0.66Li2S-0.34GeS2,0.0001,1,0.37,,,Li1.32S1.34Ge0.34
809,0.7Li2S-0.3GeS2,0.00012,1,0.34,,,Li1.4S1.2999999999999998Ge0.3
810,Li6.55La3Zr2Ga0.15O12,1.30E-03,1,0.3,,,Li6.55La3Zr2Ga0.15O12
811,Li6.40La3Zr2Ga0.2O12,9.00E-04,1,0.3,,,Li6.40La3Zr2Ga0.2O12
812,Li6.10La3Zr2Ga0.25O12,7.00E-05,1,0.3,,,Li6.10La3Zr2Ga0.25O12
813,Li6.8La3Zr1.8Sb0.2O12,5.90E-05,1,0.39,,,Li6.8La3Zr1.8Sb0.2O12
814,Li6.6La3Zr1.6Sb0.4O12,7.70E-04,1,0.34,,,Li6.6La3Zr1.6Sb0.4O12
815,Li6.4La3Zr1.4Sb0.6O12,6.60E-04,1,0.36,,,Li6.4La3Zr1.4Sb0.6O12
816,Li6.2La3Zr1.2Sb0.8O12,4.50E-04,1,0.37,,,Li6.2La3Zr1.2Sb0.8O12
817,Li6La3ZrSbO12,2.60E-04,1,0.38,,,Li6La3ZrSbO12
818,Li(In0.62Li1.38)Br3.92,4.90E-06,1,0.58,,,Li(In0.62Li1.38)Br3.92
819,Li3InBr6,1.77E-04,1,,,,Li3InBr6
820,Li3InBr4Cl2,7.58E-06,1,,,,Li3InBr4Cl2
821,Li3InBr3Cl3,1.14E-04,1,,,,Li3InBr3Cl3
822,Li3InBr2.5Cl3.5,3.60E-06,1,,,,Li3InBr2.5Cl3.5
823,Li3InBr2Cl4,6.89E-08,1,,,,Li3InBr2Cl4
824,Li1.8Mg1.1Cl4,1.52E-06,1,,,,Li1.8Mg1.1Cl4
825,Li1.6Mg1.2Cl4,3.07E-06,1,,,,Li1.6Mg1.2Cl4
826,Li1.34Mg1.33Cl4,3.07E-06,1,,,,Li1.34Mg1.33Cl4
827,Li1.9Mn1.05Cl4,4.61E-06,1,,,,Li1.9Mn1.05Cl4
828,Li1.72Mn1.14Cl4,3.62E-06,1,,,,Li1.72Mn1.14Cl4
829,Li1.6Mn1.2Cl4,1.45E-05,1,,,,Li1.6Mn1.2Cl4
830,Li1.52Mn1.24Cl4,1.85E-05,1,,,,Li1.52Mn1.24Cl4
831,Li1.34Mn1.33Cl4,9.57E-06,1,,,,Li1.34Mn1.33Cl4
832,Li1.94Cl1.03Cl4,2.56E-06,1,,,,Li1.94Cl1.03Cl4
833,Li1.90Cd1.05Cl4,3.50E-06,1,,,,Li1.90Cd1.05Cl4
834,Li2OHBrF,7.10E-07,1,,,,Li2OHBrF
835,Li2OHBr0.99F0.01,9.16E-07,1,,,,Li2OHBr0.99F0.01
836,Li2OHBr0.98F0.02,1.11E-06,1,,,,Li2OHBr0.98F0.02
837,Li2OHBr0.95F0.05,6.75E-07,1,,,,Li2OHBr0.95F0.05
838,Li2OHBr0.9F0.1,6.80E-07,1,,,,Li2OHBr0.9F0.1
839,Li2OHBr0.8F0.2,5.44E-07,1,,,,Li2OHBr0.8F0.2
840,Li3(OH)2Cl,2.72E-08,1,0.88,,,Li3(OH)2Cl
841,Li5(OH)3Cl2,2.52E-08,1,0.75,,,Li5(OH)3Cl2
842,Li2OHCl,4.28E-08,1,0.56,,,Li2OHCl
843,Li5(OH)2Cl3,1.48E-07,1,0.49,,,Li5(OH)2Cl3
844,Li3OHCl2,8.92E-08,1,0.67,,,Li3OHCl2
845,Li3.7Zn0.15GeO4,4.63E-07,1,,,,Li3.7Zn0.15GeO4
846,Li3.5Zn0.25GeO4,2.42E-07,1,,,,Li3.5Zn0.25GeO4
847,Li3.1Zn0.45GeO4,9.89E-08,1,,,,Li3.1Zn0.45GeO4
848,Li2.8Zn0.6GeO4,1.27E-07,1,,,,Li2.8Zn0.6GeO4
849,Li2.6Zn0.7GeO4,5.79E-08,1,,,,Li2.6Zn0.7GeO4
850,Li2.3Zn0.85GeO4,4.23E-09,1,,,,Li2.3Zn0.85GeO4
851,Li7La2.75Ca0.25Zr1.75Nb0.25O12,2.20E-04,1,0.35,,,Li7La2.75Ca0.25Zr1.75Nb0.25O12
852,Li1.5Cr0.5Ti1.5(PO4)3,1.98E-04,1,0.29,,,Li1.5Cr0.5Ti1.5(PO4)3
853,Li3V2(PO4)3,2.09E-07,1,,,,Li3V2(PO4)3
854,Li3V1.8Al0.2(PO4)3,1.88E-06,1,,,,Li3V1.8Al0.2(PO4)3
855,Li3V1.6Al0.4(PO4)3,6.21E-06,1,,,,Li3V1.6Al0.4(PO4)3
856,Li3V1.4Al0.6(PO4)3,9.34E-07,1,,,,Li3V1.4Al0.6(PO4)3
857,Li7P2.9Mn0.1S10.7I0.3,5.60E-03,1,0.22,,,Li7P2.9Mn0.1S10.7I0.3
858,0.3 Li2S * 0.7 SiS2,1.60E-06,1,0.46,,,Li0.6Si0.7S1.7
859,0.4 Li2S * 0.6 SiS2,2.80E-05,1,0.38,,,Li0.8Si0.6S1.6
860,0.5 Li2S * 0.5 SiS2,0.0001,1,0.32,,,Li1.0Si0.5S1.5
861,0.6 Li2S * 0.4 SiS2,0.0005,1,0.25,,,Li1.2Si0.4S1.4
862,(2Li2S-P2S5),0.000112,1,,,,Li4P2S7?
863,(2Li2S-P2S5)0.85(LiI)0.15,0.000235,1,,,,Li3.55P1.70S5.95I0.15
864,(2Li2S-P2S5)0.75(LiI)0.25,0.000396,1,,,,Li3.25P1.50S5.25I0.25
865,(2Li2S-P2S5)0.60(LiI)0.40,0.00076,1,,,,Li2.80P1.20S4.20I0.40
866,(2Li2S-P2S5)0.55(LiI)0.45,0.00112,1,,,,Li2.65P1.10S3.85I0.45
867,0.14 SiS2-0.09 P2S5-0.47 Li2S-0.30 LiI,0.00132,1,0.34,,,I0.3Li1.24P0.18S1.2Si0.14
868,0.26B2S3 ? 0.3Li2S ? 0.44LiI,0.00157,1,0.3,,,B0.52S1.08Li1.04I0.44
869,0.26B2S3 ? 0.31Li2S ? 0.43LiI,0.000799,1,0.33,,,B0.52S1.09Li1.05I0.43
870,0.27B2S3 ? 0.32Li2S ? 0.41LiI,0.000425,1,0.35,,,B0.54S1.1300000000000001Li1.05I0.41
871,0.5 SiS2-0.5 Li2S,0.00015,1,0.34,,,Si1S3.0Li2.0
872,0.1 LiBr-0.45 SiS2-0.45 Li2S,0.00019,1,0.3,,,Br0.1Li1S1.35Si0.45
873,0.2 LiBr-0.4 SiS2-0.4 Li2S,0.00021,1,0.33,,,Br0.2Li1S1.2Si0.4
874,0.25 LiBr-0.38 SiS2-0.38 Li2S,0.00024,1,0.31,,,Br0.25Li1.01S1.14Si0.38
875,0.3 LiBr-0.3 SiS2-0.35 Li2S,0.00032,1,0.33,,,Br0.3Li1S0.95Si0.3
876,0.35 LiBr-0.33 SiS2-0.33 Li2S,0.00023,1,0.38,,,Br0.35Li1.01S0.99Si0.33
877,0.4 LiBr-0.3 SiS2-0.3 Li2S,0.00011,1,0.42,,,Br0.4Li1S0.9Si0.3
878,SiS2-Li2S,0.00012,1,0.35,,,Si1S3.0Li2.0
879,0.9(SiS2-Li2S)-0.1LiCl,0.000184,1,0.34,,,Si0.900S2.800Li2.100Cl0.100
880,0.8(SiS2-Li2S)-0.2LiCl,0.000235,1,0.33,,,Si0.800S2.600Li2.200Cl0.200
881,0.75(SiS2-Li2S)-0.25LiCl,0.000266,1,0.35,,,Si0.750S2.500Li2.250Cl0.250
882,0.7(SiS2-Li2S)-0.3LiCl,0.000233,1,0.35,,,Si0.700S2.400Li2.300Cl0.300
883,0.65(SiS2-Li2S)-0.35LiCl,0.000178,1,0.36,,,Si0.650S2.300Li2.350Cl0.350
884,0.6(SiS2-Li2S)-0.4LiCl,9.30E-05,1,0.34,,,Si0.600S2.200Li2.400Cl0.400
885,(0.4SiS2-0.6Li2S),0.00053,1,0.33,,,Si0.4Li1.2S1.4?
886,0.9(0.4SiS2-0.6Li2S)-0.1LiI,0.00065,1,0.31,,,Si0.360S1.320Li1.300I0.100
887,0.8(0.4SiS2-0.6Li2S)-0.2LiI,0.00077,1,0.3,,,Si0.320S1.240Li1.400I0.200
888,0.7(0.4SiS2-0.6Li2S)-0.3LiI,0.00115,1,0.29,,,Si0.280S1.160Li1.500I0.300
889,0.6(0.4SiS2-0.6Li2S)-0.4LiI,0.00178,1,0.28,,,Si0.240S1.080Li1.600I0.400
890,0.55(0.4SiS2-0.6Li2S)-0.45LiI,0.00141,1,0.29,,,Si0.220S1.040Li1.650I0.450
891,0.24SiS2-0.36Li2S-0.4LiI,0.0018,1,0.28,,,I0.4Li1.12S0.84Si0.24
892,0.28SiS2-0.42Li2S-0.30LiI,0.0018,1,0.31,,,I0.3Li1.14S0.98Si0.28
893,0.14SiS2-0.09P2S5-0.47Li2S-0.30LiI,0.0021,1,0.34,,,I0.3Li1.24P0.18S1.2Si0.14
894,0.27SiS2-0.03Al2S3-0.30Li2S-0.40LiI,0.0012,1,0.34,,,Al0.06I0.4Li1S0.9299999999999999Si0.27
895,0.21SiS2-0.09B2S3-0.30Li2S-0.40LiI,0.0017,1,0.3,,,B0.18I0.4Li1S0.99Si0.21
896,0.30Li2S-0.7GeS???2,4.40E-07,1,0.63,,,Li0.6Ge0.7S1.7?
897,0.40Li2S-0.60GeS2,3.20E-06,1,0.52,,,Li0.8S1.6Ge0.6
898,0.50Li2S-0.50GeS2,4.00E-05,1,0.51,,,Li1.0S1.5Ge0.5
899,0.3Li2S-0.7P2S5,0.017,1,0.18,,,Li0.6S3.8P1.4
900,0.7Li2S-0.3P2S5,0.0032,1,0.12,,,Li1.4S2.2P0.6
901,0.6Li2S-0.4P2S5,0.00015,1,0.31,,,Li1.2S2.6P0.8
902,0.95(0.6Li2S-0.4SiS2)- 0.05Li4SiO4,0.00158,1,0.34,,,Li1.340S1.370Si0.450O0.200
903,0.9(0.6Li2S-0.4SiS2)- 0.1Li4SiO4,0.000434,1,0.37,,,Li1.480S1.340Si0.500O0.400
904,0.8(0.6Li2S-0.4SiS2)- 0.2Li4SiO4,0.000159,1,0.43,,,Li1.760S1.280Si0.600O0.800
905,0.95(0.6Li2S-0.4SiS2)-0.05Li3PO4,0.000868,1,0.35,,,Li1.290S1.370Si0.400P0.050O0.200
906,0.7(0.6Li2S-0.4SiS2)- 0.3Li3PO4,2.08E-05,1,0.46,,,Li1.740S1.220Si0.400P0.300O1.200
907,0.6(0.6Li2S-0.4SiS2)- 0.4Li3PO4,5.33E-06,1,0.51,,,Li1.920S1.160Si0.400P0.400O1.600
908,0.95(0.6Li2S-0.4SiS2)-0.05Li4GeO4,0.00119,1,0.28,,,Li1.340S1.370Si0.400Ge0.050O0.200
909,0.9(0.6Li2S-0.4SiS2)- 0.1Li4GeO4,0.000318,1,0.35,,,Li1.480S1.340Si0.400Ge0.100O0.400
910,0.85(0.6Li2S-0.4SiS2)- 0.15Li4GeO4,0.000114,1,0.4,,,Li1.620S1.310Si0.400Ge0.150O0.600
911,0.95(0.6Li2S-0.4SiS2)-0.05Li3BO3,0.00144,1,0.33,,,Li1.290S1.370Si0.400B0.050O0.150
912,0.93(0.6Li2S-0.4SiS2)-0.07Li3BO3,0.000384,1,0.35,,,Li1.326S1.358Si0.400B0.070O0.210
913,0.85(0.6Li2S-0.4SiS2)-0.15Li3BO3,0.000342,1,0.36,,,Li1.470S1.310Si0.400B0.150O0.450
914,0.75(0.6Li2S-0.4SiS2)-0.25Li3BO3,7.06E-05,1,0.38,,,Li1.650S1.250Si0.400B0.250O0.750
915,0.95(0.6Li2S-0.4SiS2)-0.05Li3AlO3,0.00131,1,0.31,,,Li1.290S1.370Si0.400Al0.050O0.150
916,0.94(0.6Li2S-0.4SiS2)-0.06Li3AlO3,0.000683,1,0.34,,,Li1.308S1.364Si0.400Al0.060O0.180
917,0.92(0.6Li2S-0.4SiS2)-0.08Li3AlO3,0.000404,1,0.34,,,Li1.344S1.352Si0.400Al0.080O0.240
918,0.825(0.6Li2S-0.4SiS2)- 0.175Li3AlO3,0.000131,1,0.36,,,Li1.515S1.295Si0.400Al0.175O0.525
919,0.975(0.6Li2S-0.4SiS2)-0.025Li3GaO3,0.000682,1,0.31,,,Li1.245S1.385Si0.400Ga0.025O0.075
920,0.95(0.6Li2S-0.4SiS2)-0.05Li3GaO3,0.000325,1,0.32,,,Li1.290S1.370Si0.400Ga0.050O0.150
921,0.92(0.6Li2S-0.4SiS2)-0.08Li3GaO3,0.000303,1,0.35,,,Li1.344S1.352Si0.400Ga0.080O0.240
922,0.89(0.6Li2S-0.4SiS2)-0.11Li3GaO3,0.000113,1,0.38,,,Li1.398S1.334Si0.400Ga0.110O0.330
923,0.97(0.6Li2S-0.4SiS2)-0.03Li3InO3,0.000309,1,0.34,,,Li1.254S1.382Si0.400In0.030O0.090
924,0.95(0.6Li2S-0.4SiS2)-0.05Li3InO3,0.000325,1,0.35,,,Li1.290S1.370Si0.400In0.050O0.150
925,0.9(0.6Li2S-0.4SiS2)-0.1Li3InO3,6.84E-05,1,0.4,,,Li1.380S1.340Si0.400In0.100O0.300
926,0.95(0.6Li2S-0.4SiS2)-0.05Li4SiO4,0.00154,1,0.38,,,Li1.340S1.370Si0.450O0.200
